gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_per_month_ratio,avg_monthly_spend,tenure_group,num_services,has_streaming,has_support,is_month_to_month,auto_payment,risk_score
1,0,1,0,1.3667408905872107,1,1,0.700043370741373,1.4596304276878733,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10713648972544355,0.7988963655931415,6,6,1,1,0,0,-1.0258064656002335
0,0,0,0,1.1221745160666692,1,1,0.4772066625540746,1.0933259594681963,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1064461353993253,0.6221329855658002,5,2,0,0,0,0,-0.4149300768236258
1,0,1,1,-0.6305511679972114,1,1,0.18286265248577738,-0.47872152557406095,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.08419548442674485,0.2501900300377385,2,4,1,1,0,0,-0.5984214058994412
1,0,1,1,0.38847539250504476,1,0,-1.513357066551866,-0.6262271246939562,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10341919720019145,-1.27565546669269,4,0,0,0,0,0,-0.25580274164999356
1,0,0,0,-1.2827281667186554,1,1,-0.48897339309383825,-0.986730191303265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40537194114895747,-1.115002573155399,1,1,0,0,1,0,1.0877700054141366
0,0,1,1,0.592280704605496,1,0,-0.03498517417493953,0.31785723850813685,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,-0.10400334316844535,0.11566959669644411,4,3,1,1,0,0,-0.7456205357251298
0,0,1,0,-0.9158786049378431,1,1,-1.4734460143392158,-0.897348901093333,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.07224704416700595,-1.1837054955180295,1,0,0,0,1,0,0.7816973320179633
1,1,1,0,1.5297851402675717,1,1,0.7881802777109758,1.7733914029953939,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.1078268440515618,0.9728725888806917,6,7,1,1,0,1,-1.3163978512043946
1,1,0,0,1.407501953007301,1,1,1.2155611284881078,2.009219481384926,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.10740201062010442,1.3586792747019805,6,4,1,0,1,1,-0.06520524768604159
0,0,0,0,-1.2827281667186554,1,1,0.5686694905413986,-0.9727009463443518,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4093547545688704,-0.5942529590228594,1,1,1,0,1,0,1.0908155046519095
1,0,1,0,-1.0381617921981139,1,1,0.14960344230856867,-0.809842588590174,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.033799618620112735,-0.08946972456891192,1,0,0,0,1,0,0.809360616761067
1,0,0,0,-1.2827281667186554,1,0,-0.6735620095773465,-0.9891786916026981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40415054503351744,-1.2058881190181532,1,0,0,0,1,0,1.1233008298548202
1,0,0,0,-1.1604449794583847,1,1,-0.03664813468379987,-0.9090619971203504,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.033748896981611244,-0.45456760655271594,1,3,1,1,1,0,0.3682708104902967
0,0,1,1,1.3667408905872107,1,0,1.476645928379196,2.1157402736908884,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.1070833855465114,1.5258857530058079,6,6,1,1,0,0,-1.0258064656002335
0,0,0,0,-0.8343564800976626,1,1,0.6568063975110013,-0.560029382364241,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.07113185640943032,0.6268131817833813,1,2,1,0,1,0,0.7101280999303009
0,0,0,0,-0.34522373105657966,1,0,-1.4767719353569364,-0.7762032826745406,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.0947101118553151,-1.2453864859768855,2,0,0,0,0,1,-0.33422434702264486
1,0,0,0,-0.2637016062163992,1,1,0.6950544892147915,-0.06188089351653738,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.09407286170812902,0.6675004299366425,3,2,1,0,1,0,0.5243526464261562
0,0,0,0,-1.0789228546182041,1,1,0.8729912636628578,-0.8079896694446571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.009265487953448842,0.1940080244979297,1,2,1,0,1,0,0.7542878388780074
1,0,1,0,0.9998913288063985,1,0,1.4334089551488247,1.6248711100577158,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.10564957271534271,1.4348167984739246,5,5,1,1,0,0,-0.9039864960893189
1,0,1,0,-0.7528343552574821,1,1,0.7066952127768144,-0.4637658210423893,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.07830092056527366,0.761497372864969,2,2,1,0,1,0,0.6202858724160014
0,0,1,1,0.38847539250504476,1,0,-1.3936239099139147,-0.5613970131621225,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-0.10325988466339493,-1.1637303263570586,4,1,0,0,0,0,-0.29184114929697247
1,0,0,0,-0.3044626686364894,1,1,0.9927244203008095,0.033235622619994395,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.09396665335026468,1.039230500402323,3,3,1,0,1,0,0.48831423877917696
0,0,1,0,1.2852187657470302,1,0,-1.510031145534145,-0.46813341617110754,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10681786465185053,-1.3186779002225333,6,0,0,0,0,1,-0.681157468525604
1,0,1,0,-0.4267458558967602,1,1,0.6734360025996057,-0.18223240373010824,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.09115213186685951,0.7318637721815019,2,2,1,0,1,0,0.6111493747026829
1,0,0,0,-0.5490290431570309,1,1,-1.501716342989843,-0.8383422497331237,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.08828450620452218,-1.3033239744926381,2,0,0,0,0,1,-0.32940230656283775
0,0,1,1,1.1629355784867594,1,1,1.1407279055893882,1.6426061933076628,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.10649923957825749,1.2385662473516865,6,4,1,0,1,0,0.189093938667993
1,0,1,0,-0.4267458558967602,1,1,0.7366285019363024,-0.19240140046919477,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.09030246500394473,0.6990401707171225,2,2,1,0,1,0,0.6116569579089783
1,1,1,0,1.5297851402675717,1,1,1.2671129042627813,2.1241225269682267,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10756132315690094,1.339598222803011,6,5,1,0,1,0,0.152040364608423
1,0,0,0,-0.8343564800976626,1,1,0.5021510701869811,-0.5485368719497853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.07458362804002155,0.6924407337833046,1,1,1,0,1,0,0.7438823831489502
0,0,1,0,-0.05989629411594795,1,1,-0.02833333213949769,-0.16588700983929888,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.09747152915978809,0.019376770249206397,3,3,1,1,0,0,-0.6562858914171257
0,0,0,0,-0.8751175425177529,1,1,0.0015999570199903275,-0.692932213932563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.06720214716844952,0.018200989673900683,1,2,1,0,1,0,0.712919807564926
1,0,1,1,1.4482630154273912,1,0,-1.3004981214177305,-0.2649740670019382,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10713648972544355,-1.1358980608168177,6,1,0,0,0,0,-0.4639118562311394
0,1,1,1,1.6113072651077522,1,1,0.84139501399451,1.9542495467345926,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10814546912515485,1.077097840267735,6,7,1,1,0,0,-1.0628600396598036
1,1,0,0,1.407501953007301,1,1,1.7044715180930754,2.4498613010378385,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10740201062010442,1.8397405628970473,6,7,1,1,0,1,-1.316144059601247
0,0,0,0,1.1221745160666692,1,1,1.3336313246171987,1.7426197100430605,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-0.10633992704146096,1.4123295855768554,5,5,1,1,1,0,-0.14311926985239748
1,0,0,0,-1.2827281667186554,1,1,-0.6585953649976026,-0.9889801645513926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4042567533913818,-1.1985190207049572,1,0,0,0,1,0,1.1233008298548202
0,1,0,1,-1.2827281667186554,1,1,0.20448113910096322,-0.9775317712594492,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40839887934809127,-0.7735676846439697,1,0,0,0,1,0,1.1263463290925928
1,0,1,1,1.0406523912264887,0,0,-0.4939622746204195,0.27929887343238136,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.10618061450466444,-0.31540627885151107,5,4,1,1,0,0,-0.86794808844234
0,1,1,1,0.592280704605496,1,0,0.18951449452121918,0.45109094849530107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10395023898951318,0.321732511617054,4,0,0,0,1,0,0.5053182761900756
0,0,0,0,-1.2827281667186554,1,1,0.493836267642679,-0.9736935816008787,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.40919544203207386,-0.631098450588841,1,1,1,0,1,0,1.0905617130487617
1,0,0,0,-0.4267458558967602,1,0,-0.1946293830255412,-0.45531739208128263,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.09030246500394473,-0.1495786407209529,2,3,0,1,1,0,0.19467735393724322
0,0,0,0,0.6330417670255862,1,1,-0.1497294492863094,0.26895340820324565,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.10421575988417404,-0.00029708466962493626,4,3,0,1,0,1,-0.9996659304760164
0,0,1,0,0.18467008040459354,1,1,-1.4967274614632617,-0.6923145742173907,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-0.1006046757167863,-1.3178460109018435,4,0,0,0,0,0,-0.2537724088248116
1,0,0,0,-0.7935954176775724,1,1,-1.4934015404455407,-0.8968856713069538,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.0736808569981746,-1.3425079265900073,2,0,0,0,0,0,-0.06520524768604159
1,0,0,0,0.429236454925135,1,0,-1.2772166742936844,-0.5191328097953334,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10262263451620886,-1.1099784856832018,4,1,0,0,0,0,-0.2913335660906769
0,0,0,0,-1.0789228546182041,0,1,-0.048288858245822956,-0.8549744049202631,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,-0.01903665687696866,-0.30428385313079326,1,6,1,1,0,0,-0.5397955455723135
1,0,0,0,1.570546202687662,0,0,-0.36258839442044505,0.7067055563316024,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,-0.10787994823049399,-0.16736928162641168,6,5,1,1,0,0,-0.9900218495564023
0,1,1,1,-1.2827281667186554,1,1,0.14627752129084798,-0.9783038209034146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40823956681129475,-0.8022252891952887,1,0,0,0,1,0,1.1260925374894453
0,0,1,1,1.6113072651077522,1,1,1.0060281043716928,2.010145940957684,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.10787994823049399,1.133941427078328,6,4,1,1,0,0,-0.9539834419094233
0,1,0,0,-1.0789228546182041,1,1,0.30758469065030997,-0.8099308228351986,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0281705756533024,0.17342040138826195,1,1,0,1,1,0,0.39644167843969574
1,0,1,1,-0.8343564800976626,0,0,-0.9762208221899457,-0.8181586661837437,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.07176910655661639,-0.8472586677759328,1,2,0,1,1,0,0.328933112002397
1,0,0,0,-0.3044626686364894,1,0,0.20281817859210285,-0.22915096352194578,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.09396665335026468,0.2900388385606979,3,0,0,0,1,0,0.5969370449264094
0,0,1,0,-0.46750691831685043,1,0,0.4772066625540746,-0.24013612702750992,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-0.09115213186685951,0.6577502940795822,2,2,0,1,0,0,-0.5309128394621426
0,0,1,1,-1.0789228546182041,1,1,-0.53387332683307,-0.8776726644528445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.0283829923690311,-0.5450077313618729,1,1,0,1,1,0,0.39618788683654776
1,0,1,0,-0.5082679807369407,1,1,0.8031469222907198,-0.2057247714679112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.08929348560423346,0.9029218325370268,2,2,1,0,1,0,0.6124183327184215
1,0,1,0,-0.5897901055771212,1,1,1.1490427081336905,-0.2399155414149484,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.08499204711072746,1.068189419195782,2,4,1,1,1,0,0.16219202873433256
0,0,0,0,0.429236454925135,1,0,-0.312699579154632,0.06947783876385386,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.10320678048446276,-0.11686311936516718,4,2,0,1,0,0,-0.7088207532687076
0,0,1,1,0.10314795556441304,1,1,-1.3121388449797535,-0.5898304986213038,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10108261332717584,-1.0721537228302667,3,1,0,0,0,1,-0.4595973989776279
0,0,0,0,-1.2827281667186554,1,0,0.28762916454398496,-0.9764288431966416,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40866440024275213,-0.7326282495706569,1,1,0,0,1,0,1.090307921445614
1,1,1,0,-0.019135231695857704,1,1,0.952813368088159,0.3017765473524014,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.09853361273843154,1.0121842720154897,3,4,1,0,1,0,0.44872274868812984
1,0,0,0,0.7960860167059473,0,0,-0.03165925315721861,0.46242904898096365,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10506542674708882,0.12459766869723209,5,6,1,1,0,1,-1.193562715280889
1,0,0,0,-0.019135231695857704,1,1,-6.300348887048559e-05,-0.1216816530819682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-0.09816188348590633,0.05956291971717018,3,2,1,0,0,0,-0.23981387065168594
0,0,1,1,1.6113072651077522,0,1,-0.03498517417493953,1.0577234416007655,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10803926076729051,0.1653700708754456,6,6,1,1,0,0,-1.0265678404096767
1,0,0,0,0.755324954285857,0,1,-0.6785508911039276,-0.04641784207597404,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.10442817659990274,-0.5622252201763054,5,3,1,1,1,1,-0.3230575164841443
1,0,1,1,1.4482630154273912,1,1,-1.4934015404455407,-0.4338985291015581,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10713648972544355,-1.3176462264586857,6,0,0,0,0,0,-0.4276196569810128
1,1,1,0,-0.9974007297780236,0,1,-0.7151360222988573,-0.8450039352324819,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.05344816482501672,-0.5846993324541512,1,3,1,0,1,0,0.6865254808375613
1,0,1,0,0.6738028294456765,0,0,-0.5056029981824426,0.05432360718087677,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,-0.10432196824203839,-0.35768852739522844,5,3,1,0,0,1,-0.703491129602605
0,0,1,0,1.6113072651077522,1,0,0.6734360025996057,1.7067304308792992,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,-0.10793305240942615,0.8253792673533661,6,6,1,1,0,0,-1.026314048806529
1,0,0,0,-0.9566396673579334,1,1,1.0193317884425763,-0.6430798654936571,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.05419162333006714,0.7791832088166399,1,3,1,0,1,0,0.6860178976312659
0,0,1,0,-0.1821794813762187,1,1,0.9145652763843688,0.13946965362962743,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.09640944558114463,1.003374105587713,3,3,1,1,1,0,0.1058502928355345
1,0,0,0,0.8776081415461278,1,0,0.8297542904324867,1.0500911794061363,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.10506542674708882,0.8428685940166856,5,3,1,1,1,0,-0.0695197049395531
1,0,0,0,-0.8751175425177529,1,1,0.32255133523005397,-0.6449989603229425,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.06730835552631385,0.31474005610653233,1,1,0,0,1,0,0.748958215211905
0,0,1,1,0.7145638918657667,1,0,1.270438825280502,1.2647209804285053,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,-0.10464059331563144,1.3732635390524977,5,4,1,1,0,0,-0.8669329220297489
0,0,1,0,1.4890240778474815,1,1,1.7011455970753546,2.601183031255048,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.10772063569369747,1.89233954907924,6,7,1,1,0,0,-1.0626062480566558
1,0,0,0,-1.2827281667186554,1,1,0.16789600790603382,-0.9780170596070846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4082926709902269,-0.7915810360762273,1,0,0,0,1,0,1.1263463290925928
1,0,1,1,1.4482630154273912,1,0,1.0060281043716928,1.939668837744275,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,-0.10772063569369747,1.2360967806280643,6,4,1,1,0,0,-0.9537296503062757
1,0,0,1,0.30695326766486425,0,0,-0.8182395738482043,-0.31884107358946395,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.10161365511649757,-0.6868546860038873,4,3,0,1,0,0,-0.7438439945030955
1,0,1,1,-0.05989629411594795,1,0,-1.3004981214177305,-0.6755059505402021,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.09720600826512722,-1.1629017121911747,3,1,0,0,0,0,-0.20301408819526376
0,1,0,1,0.021625830724232544,1,1,1.3469350086880818,0.519825425369474,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.09911775870668545,1.401567426884783,3,5,1,0,1,0,0.4119229662317078
1,1,1,0,0.918369203966218,1,1,1.6213234926500537,1.7673032400886957,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.1057026768942749,1.744030714005254,5,6,1,1,0,0,-0.9402786953394455
1,0,1,1,1.4482630154273912,1,1,-1.3587017392278458,-0.27461365827087714,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10761442733583312,-1.1462704760869922,6,1,0,0,0,0,-0.46416564783428726
0,0,1,1,-0.8343564800976626,1,0,-1.5116941060430058,-0.9214589085463083,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-0.06353795882212958,-1.4371631756343122,1,0,0,0,1,0,0.7880421220966569
1,0,1,0,1.570546202687662,1,1,0.7066952127768144,1.6584221817283242,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10772063569369747,0.8139260509972561,6,6,1,1,0,0,-1.026314048806529
1,0,0,0,0.30695326766486425,1,1,1.2571351412096188,0.8035426402461139,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.10198538436902278,1.3454181728930332,4,5,1,0,1,0,0.3253800295583288
0,0,1,1,1.2852187657470302,1,1,0.9311948814729731,1.629679876411557,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.10703028136757922,1.0772714234724454,6,4,1,0,0,0,-0.5725346623783717
1,0,1,0,0.8368470791260375,1,0,1.094165011341296,1.2160597942974316,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-0.10495921838922447,1.1225045864962475,5,4,1,1,0,0,-0.8671867136328966
1,1,0,0,-0.8343564800976626,1,1,0.6301990293692344,-0.5545588591727151,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.07208773163020941,0.6580516083217219,1,3,0,1,1,0,0.2923871211491227
1,1,0,0,0.8368470791260375,0,1,-0.34595878933184065,0.2504903924318456,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10511853092602098,-0.2049353072496835,5,4,1,0,1,0,0.27487550053192866
1,0,1,0,1.6113072651077522,1,1,1.1008168533767377,2.1297474600885455,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.10793305240942615,1.2555708511037376,6,5,1,1,0,1,-1.244067244307289
1,0,0,0,0.5515196421854057,1,0,-1.4934015404455407,-0.6086905684953147,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-0.10357850973698798,-1.3041787898969688,4,0,0,0,0,0,-0.25580274164999356
1,0,0,0,0.30695326766486425,1,1,-1.3387462131215204,-0.5791762135345818,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10187917601115844,-1.158237891747623,4,1,0,0,0,0,-0.2908259828843815
1,0,0,0,-0.8343564800976626,0,1,-0.46236602495207113,-0.7416154586248926,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.07065391879904076,-0.4101499570755744,1,4,1,1,1,0,0.2571100883115869
1,0,0,0,-0.9566396673579334,1,0,0.35747350591612304,-0.7169981042630259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.054669560940456705,0.2304310210939546,1,1,0,1,1,0,0.3774073082036152
0,0,1,1,0.755324954285857,1,1,0.528758438328748,0.8074028884659407,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.10485301003136012,0.6567317209349584,5,2,0,1,1,0,-0.03322750568942634
1,0,1,1,0.6738028294456765,1,1,0.8497098165388122,0.9740553187561767,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.10458748913669925,1.007887268910195,5,3,1,0,1,1,0.05762988823746406
1,1,1,0,0.3477143300849545,1,1,1.1623463922045736,0.8702256709234647,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10283505123193755,1.3851490758429816,4,4,1,0,1,0,0.36091085399901224
0,0,0,0,0.9591302663863083,1,1,-0.15305537030403032,0.43939991102954,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.10554336435747837,-0.050017209777461824,5,3,0,1,0,1,-1.0851937007368044
1,0,0,0,-1.1604449794583847,1,1,-1.4850867379012387,-0.9842816910038321,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.07394876043326615,-1.5713953953526905,1,0,0,0,1,0,0.8865132641179795
1,0,1,0,-0.5082679807369407,1,1,-0.023344450612916196,-0.4466042603851022,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.08855002709918304,0.05138158301211933,2,3,1,1,0,0,-0.565428497490235
0,0,1,1,-0.2637016062163992,1,1,-1.4834237773923784,-0.7909384015936508,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-0.09354181991880729,-1.3370777199218828,3,0,0,0,1,1,0.3433992333818182
0,0,1,1,-0.5082679807369407,1,1,1.3635646137766861,-0.02078579389632427,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.0901962566460804,1.5567049597289977,2,5,1,0,1,0,0.5030341517617459
0,0,0,0,-1.0381617921981139,1,0,0.35248462438954203,-0.7967618617652752,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03210028489428321,0.03191733800086356,1,1,0,0,1,0,0.7743373755266788
1,0,0,0,-1.0381617921981139,1,1,0.9644540916501818,-0.7284464975549694,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.03698586935604311,0.6658628525337101,1,3,1,0,1,0,0.6981998945823574
1,0,0,0,0.755324954285857,1,1,1.135739024062807,1.21383187961056,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.10485301003136012,1.2369679718064244,5,4,1,0,1,0,0.27487550053192866
0,0,0,0,-1.1604449794583847,1,1,0.513791793749004,-0.8658272170582904,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01585278868146896,0.18736273539682957,1,2,0,0,1,0,0.7723070427014969
0,0,0,0,-1.2827281667186554,1,0,-1.5067052245164245,-1.0002300307920307,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.3899186250796951,-1.616101258452748,1,0,0,0,1,1,0.8593575625811716
1,0,1,1,-0.22294054379630893,1,0,1.193942641872922,0.22357894769933892,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.09609082050755159,1.33136120846626,3,5,1,1,1,0,0.03351968593842898
1,0,0,0,-0.4267458558967602,1,1,1.193942641872922,-0.084601211610375,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.08971831903569083,1.0469926172922235,2,4,1,1,1,0,0.15889273789341202
1,0,0,0,-0.8343564800976626,1,1,-0.3692402364558869,-0.7226892130671133,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.07134427312515901,-0.30206984848202856,1,2,0,1,1,0,0.3291869036055447
